"Tr A(WL),""Tr A(LEVEL)[LOG]"",""Tr B(WL)"",""Tr B(LEVEL)[LOG]"",""Tr C(WL)"",""Tr C(LEVEL)[LOG]"",""Tr D(WL)"",""Tr D(LEVEL)[LOG]"",""Tr E(WL)"",""Tr E(LEVEL)[LOG]"",""Tr F(WL)"",""Tr F(LEVEL)[LOG]"",""Tr G(WL)"",""Tr G(LEVEL)[LOG]"""
1497.2000, -61.965, 1497.2000, -63.008,  , ,  , ,  , ,  , ,  , 
1497.4000, -61.965, 1497.4000, -63.007,  , ,  , ,  , ,  , ,  , 
1497.6000, -61.966, 1497.6000, -63.007,  , ,  , ,  , ,  , ,  , 
1497.8000, -61.966, 1497.8000, -63.008,  , ,  , ,  , ,  , ,  , 
1498.0000, -61.966, 1498.0000, -63.009,  , ,  , ,  , ,  , ,  , 
1498.2000, -61.966, 1498.2000, -63.009,  , ,  , ,  , ,  , ,  , 
1498.4000, -61.966, 1498.4000, -63.009,  , ,  , ,  , ,  , ,  , 
1498.6000, -61.967, 1498.6000, -63.010,  , ,  , ,  , ,  , ,  , 
1498.8000, -61.967, 1498.8000, -63.010,  , ,  , ,  , ,  , ,  , 
1499.0000, -61.969, 1499.0000, -63.012,  , ,  , ,  , ,  , ,  , 
1499.2000, -61.971, 1499.2000, -63.014,  , ,  , ,  , ,  , ,  , 
1499.4000, -61.973, 1499.4000, -63.016,  , ,  , ,  , ,  , ,  , 
1499.6000, -61.975, 1499.6000, -63.017,  , ,  , ,  , ,  , ,  , 
1499.8000, -61.977, 1499.8000, -63.018,  , ,  , ,  , ,  , ,  , 
1500.0000, -61.979, 1500.0000, -63.020,  , ,  , ,  , ,  , ,  , 
1500.2000, -61.982, 1500.2000, -63.023,  , ,  , ,  , ,  , ,  , 
1500.4000, -61.986, 1500.4000, -63.026,  , ,  , ,  , ,  , ,  , 
1500.6000, -61.989, 1500.6000, -63.029,  , ,  , ,  , ,  , ,  , 
1500.8000, -61.992, 1500.8000, -63.031,  , ,  , ,  , ,  , ,  , 
1501.0000, -61.995, 1501.0000, -63.034,  , ,  , ,  , ,  , ,  , 
1501.2000, -61.998, 1501.2000, -63.037,  , ,  , ,  , ,  , ,  , 
1501.4000, -62.000, 1501.4000, -63.040,  , ,  , ,  , ,  , ,  , 
1501.6000, -62.001, 1501.6000, -63.041,  , ,  , ,  , ,  , ,  , 
1501.8000, -62.002, 1501.8000, -63.042,  , ,  , ,  , ,  , ,  , 
1502.0000, -62.002, 1502.0000, -63.044,  , ,  , ,  , ,  , ,  , 
1502.2000, -62.002, 1502.2000, -63.044,  , ,  , ,  , ,  , ,  , 
1502.4000, -62.001, 1502.4000, -63.043,  , ,  , ,  , ,  , ,  , 
1502.6000, -62.000, 1502.6000, -63.042,  , ,  , ,  , ,  , ,  , 
1502.8000, -61.999, 1502.8000, -63.041,  , ,  , ,  , ,  , ,  , 
1503.0000, -61.997, 1503.0000, -63.039,  , ,  , ,  , ,  , ,  , 
1503.2000, -61.996, 1503.2000, -63.037,  , ,  , ,  , ,  , ,  , 
1503.4000, -61.996, 1503.4000, -63.035,  , ,  , ,  , ,  , ,  , 
1503.6000, -61.996, 1503.6000, -63.035,  , ,  , ,  , ,  , ,  , 
1503.8000, -61.998, 1503.8000, -63.034,  , ,  , ,  , ,  , ,  , 
1504.0000, -62.000, 1504.0000, -63.035,  , ,  , ,  , ,  , ,  , 
1504.2000, -62.002, 1504.2000, -63.036,  , ,  , ,  , ,  , ,  , 
1504.4000, -62.005, 1504.4000, -63.037,  , ,  , ,  , ,  , ,  , 
1504.6000, -62.008, 1504.6000, -63.039,  , ,  , ,  , ,  , ,  , 
1504.8000, -62.011, 1504.8000, -63.043,  , ,  , ,  , ,  , ,  , 
1505.0000, -62.015, 1505.0000, -63.047,  , ,  , ,  , ,  , ,  , 
1505.2000, -62.018, 1505.2000, -63.051,  , ,  , ,  , ,  , ,  , 
1505.4000, -62.021, 1505.4000, -63.055,  , ,  , ,  , ,  , ,  , 
1505.6000, -62.025, 1505.6000, -63.059,  , ,  , ,  , ,  , ,  , 
1505.8000, -62.027, 1505.8000, -63.063,  , ,  , ,  , ,  , ,  , 
1506.0000, -62.029, 1506.0000, -63.066,  , ,  , ,  , ,  , ,  , 
1506.2000, -62.031, 1506.2000, -63.070,  , ,  , ,  , ,  , ,  , 
1506.4000, -62.032, 1506.4000, -63.072,  , ,  , ,  , ,  , ,  , 
1506.6000, -62.033, 1506.6000, -63.073,  , ,  , ,  , ,  , ,  , 
1506.8000, -62.035, 1506.8000, -63.073,  , ,  , ,  , ,  , ,  , 
1507.0000, -62.038, 1507.0000, -63.073,  , ,  , ,  , ,  , ,  , 
1507.2000, -62.040, 1507.2000, -63.075,  , ,  , ,  , ,  , ,  , 
1507.4000, -62.041, 1507.4000, -63.078,  , ,  , ,  , ,  , ,  , 
1507.6000, -62.044, 1507.6000, -63.080,  , ,  , ,  , ,  , ,  , 
1507.8000, -62.047, 1507.8000, -63.081,  , ,  , ,  , ,  , ,  , 
1508.0000, -62.050, 1508.0000, -63.083,  , ,  , ,  , ,  , ,  , 
1508.2000, -62.053, 1508.2000, -63.085,  , ,  , ,  , ,  , ,  , 
1508.4000, -62.057, 1508.4000, -63.089,  , ,  , ,  , ,  , ,  , 
1508.6000, -62.061, 1508.6000, -63.093,  , ,  , ,  , ,  , ,  , 
1508.8000, -62.065, 1508.8000, -63.098,  , ,  , ,  , ,  , ,  , 
1509.0000, -62.068, 1509.0000, -63.102,  , ,  , ,  , ,  , ,  , 
1509.2000, -62.070, 1509.2000, -63.105,  , ,  , ,  , ,  , ,  , 
1509.4000, -62.074, 1509.4000, -63.107,  , ,  , ,  , ,  , ,  , 
1509.6000, -62.076, 1509.6000, -63.107,  , ,  , ,  , ,  , ,  , 
1509.8000, -62.078, 1509.8000, -63.109,  , ,  , ,  , ,  , ,  , 
1510.0000, -62.080, 1510.0000, -63.111,  , ,  , ,  , ,  , ,  , 
1510.2000, -62.082, 1510.2000, -63.110,  , ,  , ,  , ,  , ,  , 
1510.4000, -62.083, 1510.4000, -63.110,  , ,  , ,  , ,  , ,  , 
1510.6000, -62.082, 1510.6000, -63.110,  , ,  , ,  , ,  , ,  , 
1510.8000, -62.081, 1510.8000, -63.109,  , ,  , ,  , ,  , ,  , 
1511.0000, -62.081, 1511.0000, -63.108,  , ,  , ,  , ,  , ,  , 
1511.2000, -62.080, 1511.2000, -63.107,  , ,  , ,  , ,  , ,  , 
1511.4000, -62.079, 1511.4000, -63.107,  , ,  , ,  , ,  , ,  , 
1511.6000, -62.079, 1511.6000, -63.108,  , ,  , ,  , ,  , ,  , 
1511.8000, -62.078, 1511.8000, -63.107,  , ,  , ,  , ,  , ,  , 
1512.0000, -62.078, 1512.0000, -63.106,  , ,  , ,  , ,  , ,  , 
1512.2000, -62.078, 1512.2000, -63.106,  , ,  , ,  , ,  , ,  , 
1512.4000, -62.080, 1512.4000, -63.107,  , ,  , ,  , ,  , ,  , 
1512.6000, -62.082, 1512.6000, -63.108,  , ,  , ,  , ,  , ,  , 
1512.8000, -62.085, 1512.8000, -63.109,  , ,  , ,  , ,  , ,  , 
1513.0000, -62.088, 1513.0000, -63.111,  , ,  , ,  , ,  , ,  , 
1513.2000, -62.091, 1513.2000, -63.113,  , ,  , ,  , ,  , ,  , 
1513.4000, -62.094, 1513.4000, -63.113,  , ,  , ,  , ,  , ,  , 
1513.6000, -62.097, 1513.6000, -63.114,  , ,  , ,  , ,  , ,  , 
1513.8000, -62.099, 1513.8000, -63.116,  , ,  , ,  , ,  , ,  , 
1514.0000, -62.101, 1514.0000, -63.119,  , ,  , ,  , ,  , ,  , 
1514.2000, -62.103, 1514.2000, -63.120,  , ,  , ,  , ,  , ,  , 
1514.4000, -62.104, 1514.4000, -63.120,  , ,  , ,  , ,  , ,  , 
1514.6000, -62.106, 1514.6000, -63.119,  , ,  , ,  , ,  , ,  , 
1514.8000, -62.107, 1514.8000, -63.119,  , ,  , ,  , ,  , ,  , 
1515.0000, -62.108, 1515.0000, -63.119,  , ,  , ,  , ,  , ,  , 
1515.2000, -62.108, 1515.2000, -63.120,  , ,  , ,  , ,  , ,  , 
1515.4000, -62.109, 1515.4000, -63.120,  , ,  , ,  , ,  , ,  , 
1515.6000, -62.111, 1515.6000, -63.119,  , ,  , ,  , ,  , ,  , 
1515.8000, -62.113, 1515.8000, -63.119,  , ,  , ,  , ,  , ,  , 
1516.0000, -62.114, 1516.0000, -63.120,  , ,  , ,  , ,  , ,  , 
1516.2000, -62.116, 1516.2000, -63.121,  , ,  , ,  , ,  , ,  , 
1516.4000, -62.118, 1516.4000, -63.122,  , ,  , ,  , ,  , ,  , 
1516.6000, -62.119, 1516.6000, -63.124,  , ,  , ,  , ,  , ,  , 
1516.8000, -62.120, 1516.8000, -63.125,  , ,  , ,  , ,  , ,  , 
1517.0000, -62.121, 1517.0000, -63.125,  , ,  , ,  , ,  , ,  , 
1517.2000, -62.122, 1517.2000, -63.124,  , ,  , ,  , ,  , ,  , 
1517.4000, -62.123, 1517.4000, -63.124,  , ,  , ,  , ,  , ,  , 
1517.6000, -62.123, 1517.6000, -63.126,  , ,  , ,  , ,  , ,  , 
1517.8000, -62.123, 1517.8000, -63.126,  , ,  , ,  , ,  , ,  , 
1518.0000, -62.124, 1518.0000, -63.125,  , ,  , ,  , ,  , ,  , 
1518.2000, -62.124, 1518.2000, -63.126,  , ,  , ,  , ,  , ,  , 
1518.4000, -62.123, 1518.4000, -63.127,  , ,  , ,  , ,  , ,  , 
1518.6000, -62.123, 1518.6000, -63.127,  , ,  , ,  , ,  , ,  , 
1518.8000, -62.123, 1518.8000, -63.128,  , ,  , ,  , ,  , ,  , 
1519.0000, -62.124, 1519.0000, -63.129,  , ,  , ,  , ,  , ,  , 
1519.2000, -62.125, 1519.2000, -63.131,  , ,  , ,  , ,  , ,  , 
1519.4000, -62.127, 1519.4000, -63.132,  , ,  , ,  , ,  , ,  , 
1519.6000, -62.129, 1519.6000, -63.132,  , ,  , ,  , ,  , ,  , 
1519.8000, -62.131, 1519.8000, -63.133,  , ,  , ,  , ,  , ,  , 
1520.0000, -62.132, 1520.0000, -63.134,  , ,  , ,  , ,  , ,  , 
1520.2000, -62.134, 1520.2000, -63.134,  , ,  , ,  , ,  , ,  , 
1520.4000, -62.136, 1520.4000, -63.134,  , ,  , ,  , ,  , ,  , 
1520.6000, -62.138, 1520.6000, -63.134,  , ,  , ,  , ,  , ,  , 
1520.8000, -62.140, 1520.8000, -63.134,  , ,  , ,  , ,  , ,  , 
1521.0000, -62.143, 1521.0000, -63.134,  , ,  , ,  , ,  , ,  , 
1521.2000, -62.145, 1521.2000, -63.134,  , ,  , ,  , ,  , ,  , 
1521.4000, -62.147, 1521.4000, -63.136,  , ,  , ,  , ,  , ,  , 
1521.6000, -62.149, 1521.6000, -63.137,  , ,  , ,  , ,  , ,  , 
1521.8000, -62.150, 1521.8000, -63.137,  , ,  , ,  , ,  , ,  , 
1522.0000, -62.152, 1522.0000, -63.137,  , ,  , ,  , ,  , ,  , 
1522.2000, -62.153, 1522.2000, -63.138,  , ,  , ,  , ,  , ,  , 
1522.4000, -62.155, 1522.4000, -63.138,  , ,  , ,  , ,  , ,  , 
1522.6000, -62.156, 1522.6000, -63.140,  , ,  , ,  , ,  , ,  , 
1522.8000, -62.157, 1522.8000, -63.141,  , ,  , ,  , ,  , ,  , 
1523.0000, -62.157, 1523.0000, -63.142,  , ,  , ,  , ,  , ,  , 
1523.2000, -62.159, 1523.2000, -63.143,  , ,  , ,  , ,  , ,  , 
1523.4000, -62.161, 1523.4000, -63.143,  , ,  , ,  , ,  , ,  , 
1523.6000, -62.162, 1523.6000, -63.144,  , ,  , ,  , ,  , ,  , 
1523.8000, -62.163, 1523.8000, -63.146,  , ,  , ,  , ,  , ,  , 
1524.0000, -62.165, 1524.0000, -63.148,  , ,  , ,  , ,  , ,  , 
1524.2000, -62.166, 1524.2000, -63.150,  , ,  , ,  , ,  , ,  , 
1524.4000, -62.168, 1524.4000, -63.151,  , ,  , ,  , ,  , ,  , 
1524.6000, -62.171, 1524.6000, -63.151,  , ,  , ,  , ,  , ,  , 
1524.8000, -62.173, 1524.8000, -63.153,  , ,  , ,  , ,  , ,  , 
1525.0000, -62.175, 1525.0000, -63.155,  , ,  , ,  , ,  , ,  , 
1525.2000, -62.177, 1525.2000, -63.157,  , ,  , ,  , ,  , ,  , 
1525.4000, -62.179, 1525.4000, -63.159,  , ,  , ,  , ,  , ,  , 
1525.6000, -62.180, 1525.6000, -63.160,  , ,  , ,  , ,  , ,  , 
1525.8000, -62.182, 1525.8000, -63.161,  , ,  , ,  , ,  , ,  , 
1526.0000, -62.184, 1526.0000, -63.161,  , ,  , ,  , ,  , ,  , 
1526.2000, -62.185, 1526.2000, -63.162,  , ,  , ,  , ,  , ,  , 
1526.4000, -62.186, 1526.4000, -63.163,  , ,  , ,  , ,  , ,  , 
1526.6000, -62.189, 1526.6000, -63.164,  , ,  , ,  , ,  , ,  , 
1526.8000, -62.191, 1526.8000, -63.165,  , ,  , ,  , ,  , ,  , 
1527.0000, -62.193, 1527.0000, -63.166,  , ,  , ,  , ,  , ,  , 
1527.2000, -62.195, 1527.2000, -63.167,  , ,  , ,  , ,  , ,  , 
1527.4000, -62.197, 1527.4000, -63.168,  , ,  , ,  , ,  , ,  , 
1527.6000, -62.198, 1527.6000, -63.168,  , ,  , ,  , ,  , ,  , 
1527.8000, -62.200, 1527.8000, -63.168,  , ,  , ,  , ,  , ,  , 
1528.0000, -62.202, 1528.0000, -63.168,  , ,  , ,  , ,  , ,  , 
1528.2000, -62.204, 1528.2000, -63.169,  , ,  , ,  , ,  , ,  , 
1528.4000, -62.205, 1528.4000, -63.170,  , ,  , ,  , ,  , ,  , 
1528.6000, -62.206, 1528.6000, -63.171,  , ,  , ,  , ,  , ,  , 
1528.8000, -62.207, 1528.8000, -63.172,  , ,  , ,  , ,  , ,  , 
1529.0000, -62.208, 1529.0000, -63.172,  , ,  , ,  , ,  , ,  , 
1529.2000, -62.209, 1529.2000, -63.173,  , ,  , ,  , ,  , ,  , 
1529.4000, -62.211, 1529.4000, -63.175,  , ,  , ,  , ,  , ,  , 
1529.6000, -62.213, 1529.6000, -63.178,  , ,  , ,  , ,  , ,  , 
1529.8000, -62.215, 1529.8000, -63.180,  , ,  , ,  , ,  , ,  , 
1530.0000, -62.216, 1530.0000, -63.183,  , ,  , ,  , ,  , ,  , 
1530.2000, -62.218, 1530.2000, -63.184,  , ,  , ,  , ,  , ,  , 
1530.4000, -62.220, 1530.4000, -63.184,  , ,  , ,  , ,  , ,  , 
1530.6000, -62.222, 1530.6000, -63.184,  , ,  , ,  , ,  , ,  , 
1530.8000, -62.223, 1530.8000, -63.184,  , ,  , ,  , ,  , ,  , 
1531.0000, -62.223, 1531.0000, -63.186,  , ,  , ,  , ,  , ,  , 
1531.2000, -62.225, 1531.2000, -63.187,  , ,  , ,  , ,  , ,  , 
1531.4000, -62.226, 1531.4000, -63.189,  , ,  , ,  , ,  , ,  , 
1531.6000, -62.226, 1531.6000, -63.190,  , ,  , ,  , ,  , ,  , 
1531.8000, -62.227, 1531.8000, -63.191,  , ,  , ,  , ,  , ,  , 
1532.0000, -62.228, 1532.0000, -63.192,  , ,  , ,  , ,  , ,  , 
1532.2000, -62.230, 1532.2000, -63.192,  , ,  , ,  , ,  , ,  , 
1532.4000, -62.231, 1532.4000, -63.193,  , ,  , ,  , ,  , ,  , 
1532.6000, -62.233, 1532.6000, -63.196,  , ,  , ,  , ,  , ,  , 
1532.8000, -62.234, 1532.8000, -63.199,  , ,  , ,  , ,  , ,  , 
1533.0000, -62.236, 1533.0000, -63.201,  , ,  , ,  , ,  , ,  , 
1533.2000, -62.238, 1533.2000, -63.201,  , ,  , ,  , ,  , ,  , 
1533.4000, -62.240, 1533.4000, -63.201,  , ,  , ,  , ,  , ,  , 
1533.6000, -62.242, 1533.6000, -63.201,  , ,  , ,  , ,  , ,  , 
1533.8000, -62.244, 1533.8000, -63.202,  , ,  , ,  , ,  , ,  , 
1534.0000, -62.246, 1534.0000, -63.203,  , ,  , ,  , ,  , ,  , 
1534.2000, -62.248, 1534.2000, -63.204,  , ,  , ,  , ,  , ,  , 
1534.4000, -62.249, 1534.4000, -63.205,  , ,  , ,  , ,  , ,  , 
1534.6000, -62.250, 1534.6000, -63.205,  , ,  , ,  , ,  , ,  , 
1534.8000, -62.252, 1534.8000, -63.205,  , ,  , ,  , ,  , ,  , 
1535.0000, -62.252, 1535.0000, -63.206,  , ,  , ,  , ,  , ,  , 
1535.2000, -62.253, 1535.2000, -63.206,  , ,  , ,  , ,  , ,  , 
1535.4000, -62.254, 1535.4000, -63.206,  , ,  , ,  , ,  , ,  , 
1535.6000, -62.255, 1535.6000, -63.206,  , ,  , ,  , ,  , ,  , 
1535.8000, -62.255, 1535.8000, -63.207,  , ,  , ,  , ,  , ,  , 
1536.0000, -62.255, 1536.0000, -63.209,  , ,  , ,  , ,  , ,  , 
1536.2000, -62.257, 1536.2000, -63.211,  , ,  , ,  , ,  , ,  , 
1536.4000, -62.259, 1536.4000, -63.213,  , ,  , ,  , ,  , ,  , 
1536.6000, -62.261, 1536.6000, -63.216,  , ,  , ,  , ,  , ,  , 
1536.8000, -62.262, 1536.8000, -63.218,  , ,  , ,  , ,  , ,  , 
1537.0000, -62.265, 1537.0000, -63.221,  , ,  , ,  , ,  , ,  , 
1537.2000, -62.267, 1537.2000, -63.224,  , ,  , ,  , ,  , ,  , 
1537.4000, -62.270, 1537.4000, -63.226,  , ,  , ,  , ,  , ,  , 
1537.6000, -62.272, 1537.6000, -63.229,  , ,  , ,  , ,  , ,  , 
1537.8000, -62.275, 1537.8000, -63.232,  , ,  , ,  , ,  , ,  , 
1538.0000, -62.278, 1538.0000, -63.234,  , ,  , ,  , ,  , ,  , 
1538.2000, -62.280, 1538.2000, -63.235,  , ,  , ,  , ,  , ,  , 
1538.4000, -62.281, 1538.4000, -63.236,  , ,  , ,  , ,  , ,  , 
1538.6000, -62.283, 1538.6000, -63.237,  , ,  , ,  , ,  , ,  , 
1538.8000, -62.285, 1538.8000, -63.238,  , ,  , ,  , ,  , ,  , 
1539.0000, -62.287, 1539.0000, -63.240,  , ,  , ,  , ,  , ,  , 
1539.2000, -62.289, 1539.2000, -63.242,  , ,  , ,  , ,  , ,  , 
1539.4000, -62.291, 1539.4000, -63.244,  , ,  , ,  , ,  , ,  , 
1539.6000, -62.293, 1539.6000, -63.245,  , ,  , ,  , ,  , ,  , 
1539.8000, -62.295, 1539.8000, -63.245,  , ,  , ,  , ,  , ,  , 
1540.0000, -62.298, 1540.0000, -63.247,  , ,  , ,  , ,  , ,  , 
1540.2000, -62.301, 1540.2000, -63.250,  , ,  , ,  , ,  , ,  , 
1540.4000, -62.304, 1540.4000, -63.253,  , ,  , ,  , ,  , ,  , 
1540.6000, -62.307, 1540.6000, -63.256,  , ,  , ,  , ,  , ,  , 
1540.8000, -62.310, 1540.8000, -63.258,  , ,  , ,  , ,  , ,  , 
1541.0000, -62.314, 1541.0000, -63.259,  , ,  , ,  , ,  , ,  , 
1541.2000, -62.318, 1541.2000, -63.262,  , ,  , ,  , ,  , ,  , 
1541.4000, -62.321, 1541.4000, -63.264,  , ,  , ,  , ,  , ,  , 
1541.6000, -62.323, 1541.6000, -63.268,  , ,  , ,  , ,  , ,  , 
1541.8000, -62.327, 1541.8000, -63.271,  , ,  , ,  , ,  , ,  , 
1542.0000, -62.330, 1542.0000, -63.274,  , ,  , ,  , ,  , ,  , 
1542.2000, -62.332, 1542.2000, -63.277,  , ,  , ,  , ,  , ,  , 
1542.4000, -62.335, 1542.4000, -63.280,  , ,  , ,  , ,  , ,  , 
1542.6000, -62.338, 1542.6000, -63.283,  , ,  , ,  , ,  , ,  , 
1542.8000, -62.340, 1542.8000, -63.287,  , ,  , ,  , ,  , ,  , 
1543.0000, -62.343, 1543.0000, -63.290,  , ,  , ,  , ,  , ,  , 
1543.2000, -62.345, 1543.2000, -63.293,  , ,  , ,  , ,  , ,  , 
1543.4000, -62.348, 1543.4000, -63.295,  , ,  , ,  , ,  , ,  , 
1543.6000, -62.350, 1543.6000, -63.298,  , ,  , ,  , ,  , ,  , 
1543.8000, -62.353, 1543.8000, -63.301,  , ,  , ,  , ,  , ,  , 
1544.0000, -62.356, 1544.0000, -63.304,  , ,  , ,  , ,  , ,  , 
1544.2000, -62.359, 1544.2000, -63.306,  , ,  , ,  , ,  , ,  , 
1544.4000, -62.362, 1544.4000, -63.308,  , ,  , ,  , ,  , ,  , 
1544.6000, -62.366, 1544.6000, -63.312,  , ,  , ,  , ,  , ,  , 
1544.8000, -62.369, 1544.8000, -63.316,  , ,  , ,  , ,  , ,  , 
1545.0000, -62.371, 1545.0000, -63.319,  , ,  , ,  , ,  , ,  , 
1545.2000, -62.373, 1545.2000, -63.322,  , ,  , ,  , ,  , ,  , 
1545.4000, -62.376, 1545.4000, -63.326,  , ,  , ,  , ,  , ,  , 
1545.6000, -62.380, 1545.6000, -63.329,  , ,  , ,  , ,  , ,  , 
1545.8000, -62.383, 1545.8000, -63.333,  , ,  , ,  , ,  , ,  , 
1546.0000, -62.386, 1546.0000, -63.337,  , ,  , ,  , ,  , ,  , 
1546.2000, -62.388, 1546.2000, -63.340,  , ,  , ,  , ,  , ,  , 
1546.4000, -62.390, 1546.4000, -63.343,  , ,  , ,  , ,  , ,  , 
1546.6000, -62.392, 1546.6000, -63.345,  , ,  , ,  , ,  , ,  , 
1546.8000, -62.394, 1546.8000, -63.348,  , ,  , ,  , ,  , ,  , 
1547.0000, -62.397, 1547.0000, -63.351,  , ,  , ,  , ,  , ,  , 
1547.2000, -62.399, 1547.2000, -63.354,  , ,  , ,  , ,  , ,  , 
1547.4000, -62.402, 1547.4000, -63.357,  , ,  , ,  , ,  , ,  , 
1547.6000, -62.404, 1547.6000, -63.360,  , ,  , ,  , ,  , ,  , 
1547.8000, -62.406, 1547.8000, -63.362,  , ,  , ,  , ,  , ,  , 
1548.0000, -62.408, 1548.0000, -63.365,  , ,  , ,  , ,  , ,  , 
1548.2000, -62.411, 1548.2000, -63.368,  , ,  , ,  , ,  , ,  , 
1548.4000, -62.414, 1548.4000, -63.371,  , ,  , ,  , ,  , ,  , 
1548.6000, -62.416, 1548.6000, -63.374,  , ,  , ,  , ,  , ,  , 
1548.8000, -62.418, 1548.8000, -63.376,  , ,  , ,  , ,  , ,  , 
1549.0000, -62.420, 1549.0000, -63.378,  , ,  , ,  , ,  , ,  , 
1549.2000, -62.423, 1549.2000, -63.380,  , ,  , ,  , ,  , ,  , 
1549.4000, -62.425, 1549.4000, -63.383,  , ,  , ,  , ,  , ,  , 
1549.6000, -62.427, 1549.6000, -63.385,  , ,  , ,  , ,  , ,  , 
1549.8000, -62.430, 1549.8000, -63.387,  , ,  , ,  , ,  , ,  , 
1550.0000, -62.433, 1550.0000, -63.390,  , ,  , ,  , ,  , ,  , 
1550.2000, -62.437, 1550.2000, -63.393,  , ,  , ,  , ,  , ,  , 
1550.4000, -62.440, 1550.4000, -63.395,  , ,  , ,  , ,  , ,  , 
1550.6000, -62.444, 1550.6000, -63.398,  , ,  , ,  , ,  , ,  , 
1550.8000, -62.448, 1550.8000, -63.401,  , ,  , ,  , ,  , ,  , 
1551.0000, -62.453, 1551.0000, -63.404,  , ,  , ,  , ,  , ,  , 
1551.2000, -62.457, 1551.2000, -63.408,  , ,  , ,  , ,  , ,  , 
1551.4000, -62.461, 1551.4000, -63.412,  , ,  , ,  , ,  , ,  , 
1551.6000, -62.465, 1551.6000, -63.416,  , ,  , ,  , ,  , ,  , 
1551.8000, -62.469, 1551.8000, -63.420,  , ,  , ,  , ,  , ,  , 
1552.0000, -62.472, 1552.0000, -63.423,  , ,  , ,  , ,  , ,  , 
1552.2000, -62.475, 1552.2000, -63.427,  , ,  , ,  , ,  , ,  , 
1552.4000, -62.478, 1552.4000, -63.431,  , ,  , ,  , ,  , ,  , 
1552.6000, -62.480, 1552.6000, -63.435,  , ,  , ,  , ,  , ,  , 
1552.8000, -62.483, 1552.8000, -63.437,  , ,  , ,  , ,  , ,  , 
1553.0000, -62.485, 1553.0000, -63.440,  , ,  , ,  , ,  , ,  , 
1553.2000, -62.487, 1553.2000, -63.442,  , ,  , ,  , ,  , ,  , 
1553.4000, -62.490, 1553.4000, -63.445,  , ,  , ,  , ,  , ,  , 
1553.6000, -62.493, 1553.6000, -63.448,  , ,  , ,  , ,  , ,  , 
1553.8000, -62.496, 1553.8000, -63.452,  , ,  , ,  , ,  , ,  , 
1554.0000, -62.499, 1554.0000, -63.456,  , ,  , ,  , ,  , ,  , 
1554.2000, -62.502, 1554.2000, -63.459,  , ,  , ,  , ,  , ,  , 
1554.4000, -62.505, 1554.4000, -63.462,  , ,  , ,  , ,  , ,  , 
1554.6000, -62.508, 1554.6000, -63.465,  , ,  , ,  , ,  , ,  , 
1554.8000, -62.511, 1554.8000, -63.469,  , ,  , ,  , ,  , ,  , 
1555.0000, -62.514, 1555.0000, -63.473,  , ,  , ,  , ,  , ,  , 
1555.2000, -62.518, 1555.2000, -63.477,  , ,  , ,  , ,  , ,  , 
1555.4000, -62.522, 1555.4000, -63.481,  , ,  , ,  , ,  , ,  , 
1555.6000, -62.524, 1555.6000, -63.485,  , ,  , ,  , ,  , ,  , 
1555.8000, -62.527, 1555.8000, -63.488,  , ,  , ,  , ,  , ,  , 
1556.0000, -62.529, 1556.0000, -63.490,  , ,  , ,  , ,  , ,  , 
1556.2000, -62.532, 1556.2000, -63.494,  , ,  , ,  , ,  , ,  , 
1556.4000, -62.534, 1556.4000, -63.498,  , ,  , ,  , ,  , ,  , 
1556.6000, -62.537, 1556.6000, -63.502,  , ,  , ,  , ,  , ,  , 
1556.8000, -62.539, 1556.8000, -63.506,  , ,  , ,  , ,  , ,  , 
1557.0000, -62.539, 1557.0000, -63.508,  , ,  , ,  , ,  , ,  , 
1557.2000, -62.540, 1557.2000, -63.511,  , ,  , ,  , ,  , ,  , 
1557.4000, -62.543, 1557.4000, -63.515,  , ,  , ,  , ,  , ,  , 
1557.6000, -62.545, 1557.6000, -63.518,  , ,  , ,  , ,  , ,  , 
1557.8000, -62.548, 1557.8000, -63.521,  , ,  , ,  , ,  , ,  , 
1558.0000, -62.551, 1558.0000, -63.526,  , ,  , ,  , ,  , ,  , 
1558.2000, -62.554, 1558.2000, -63.529,  , ,  , ,  , ,  , ,  , 
1558.4000, -62.558, 1558.4000, -63.533,  , ,  , ,  , ,  , ,  , 
1558.6000, -62.562, 1558.6000, -63.536,  , ,  , ,  , ,  , ,  , 
1558.8000, -62.566, 1558.8000, -63.539,  , ,  , ,  , ,  , ,  , 
1559.0000, -62.570, 1559.0000, -63.543,  , ,  , ,  , ,  , ,  , 
1559.2000, -62.575, 1559.2000, -63.547,  , ,  , ,  , ,  , ,  , 
1559.4000, -62.578, 1559.4000, -63.551,  , ,  , ,  , ,  , ,  , 
1559.6000, -62.582, 1559.6000, -63.554,  , ,  , ,  , ,  , ,  , 
1559.8000, -62.585, 1559.8000, -63.558,  , ,  , ,  , ,  , ,  , 
1560.0000, -62.590, 1560.0000, -63.561,  , ,  , ,  , ,  , ,  , 
1560.2000, -62.593, 1560.2000, -63.564,  , ,  , ,  , ,  , ,  , 
1560.4000, -62.596, 1560.4000, -63.569,  , ,  , ,  , ,  , ,  , 
1560.6000, -62.600, 1560.6000, -63.573,  , ,  , ,  , ,  , ,  , 
1560.8000, -62.604, 1560.8000, -63.577,  , ,  , ,  , ,  , ,  , 
1561.0000, -62.607, 1561.0000, -63.580,  , ,  , ,  , ,  , ,  , 
