"Tr A(WL),""Tr A(LEVEL)[LOG]"",""Tr B(WL)"",""Tr B(LEVEL)[LOG]"",""Tr C(WL)"",""Tr C(LEVEL)[LOG]"",""Tr D(WL)"",""Tr D(LEVEL)[LOG]"",""Tr E(WL)"",""Tr E(LEVEL)[LOG]"",""Tr F(WL)"",""Tr F(LEVEL)[LOG]"",""Tr G(WL)"",""Tr G(LEVEL)[LOG]"""
 870.0000, -62.524,  870.0000, -71.065,  , ,  , ,  , ,  , ,  , 
 870.2000, -62.518,  870.2000, -71.045,  , ,  , ,  , ,  , ,  , 
 870.4000, -62.513,  870.4000, -71.007,  , ,  , ,  , ,  , ,  , 
 870.6000, -62.507,  870.6000, -70.964,  , ,  , ,  , ,  , ,  , 
 870.8000, -62.501,  870.8000, -70.953,  , ,  , ,  , ,  , ,  , 
 871.0000, -62.494,  871.0000, -70.953,  , ,  , ,  , ,  , ,  , 
 871.2000, -62.489,  871.2000, -70.942,  , ,  , ,  , ,  , ,  , 
 871.4000, -62.488,  871.4000, -70.922,  , ,  , ,  , ,  , ,  , 
 871.6000, -62.484,  871.6000, -70.907,  , ,  , ,  , ,  , ,  , 
 871.8000, -62.480,  871.8000, -70.902,  , ,  , ,  , ,  , ,  , 
 872.0000, -62.476,  872.0000, -70.901,  , ,  , ,  , ,  , ,  , 
 872.2000, -62.469,  872.2000, -70.910,  , ,  , ,  , ,  , ,  , 
 872.4000, -62.461,  872.4000, -70.904,  , ,  , ,  , ,  , ,  , 
 872.6000, -62.453,  872.6000, -70.889,  , ,  , ,  , ,  , ,  , 
 872.8000, -62.442,  872.8000, -70.870,  , ,  , ,  , ,  , ,  , 
 873.0000, -62.435,  873.0000, -70.850,  , ,  , ,  , ,  , ,  , 
 873.2000, -62.430,  873.2000, -70.837,  , ,  , ,  , ,  , ,  , 
 873.4000, -62.424,  873.4000, -70.839,  , ,  , ,  , ,  , ,  , 
 873.6000, -62.416,  873.6000, -70.847,  , ,  , ,  , ,  , ,  , 
 873.8000, -62.408,  873.8000, -70.833,  , ,  , ,  , ,  , ,  , 
 874.0000, -62.403,  874.0000, -70.804,  , ,  , ,  , ,  , ,  , 
 874.2000, -62.400,  874.2000, -70.777,  , ,  , ,  , ,  , ,  , 
 874.4000, -62.395,  874.4000, -70.776,  , ,  , ,  , ,  , ,  , 
 874.6000, -62.390,  874.6000, -70.784,  , ,  , ,  , ,  , ,  , 
 874.8000, -62.387,  874.8000, -70.766,  , ,  , ,  , ,  , ,  , 
 875.0000, -62.384,  875.0000, -70.735,  , ,  , ,  , ,  , ,  , 
 875.2000, -62.378,  875.2000, -70.712,  , ,  , ,  , ,  , ,  , 
 875.4000, -62.374,  875.4000, -70.683,  , ,  , ,  , ,  , ,  , 
 875.6000, -62.371,  875.6000, -70.661,  , ,  , ,  , ,  , ,  , 
 875.8000, -62.368,  875.8000, -70.663,  , ,  , ,  , ,  , ,  , 
 876.0000, -62.364,  876.0000, -70.662,  , ,  , ,  , ,  , ,  , 
 876.2000, -62.360,  876.2000, -70.658,  , ,  , ,  , ,  , ,  , 
 876.4000, -62.357,  876.4000, -70.662,  , ,  , ,  , ,  , ,  , 
 876.6000, -62.355,  876.6000, -70.657,  , ,  , ,  , ,  , ,  , 
 876.8000, -62.353,  876.8000, -70.652,  , ,  , ,  , ,  , ,  , 
 877.0000, -62.351,  877.0000, -70.648,  , ,  , ,  , ,  , ,  , 
 877.2000, -62.346,  877.2000, -70.643,  , ,  , ,  , ,  , ,  , 
 877.4000, -62.340,  877.4000, -70.637,  , ,  , ,  , ,  , ,  , 
 877.6000, -62.333,  877.6000, -70.617,  , ,  , ,  , ,  , ,  , 
 877.8000, -62.327,  877.8000, -70.598,  , ,  , ,  , ,  , ,  , 
 878.0000, -62.321,  878.0000, -70.581,  , ,  , ,  , ,  , ,  , 
 878.2000, -62.315,  878.2000, -70.546,  , ,  , ,  , ,  , ,  , 
 878.4000, -62.310,  878.4000, -70.514,  , ,  , ,  , ,  , ,  , 
 878.6000, -62.305,  878.6000, -70.484,  , ,  , ,  , ,  , ,  , 
 878.8000, -62.298,  878.8000, -70.450,  , ,  , ,  , ,  , ,  , 
 879.0000, -62.293,  879.0000, -70.439,  , ,  , ,  , ,  , ,  , 
 879.2000, -62.290,  879.2000, -70.428,  , ,  , ,  , ,  , ,  , 
 879.4000, -62.286,  879.4000, -70.404,  , ,  , ,  , ,  , ,  , 
 879.6000, -62.281,  879.6000, -70.388,  , ,  , ,  , ,  , ,  , 
 879.8000, -62.276,  879.8000, -70.365,  , ,  , ,  , ,  , ,  , 
 880.0000, -62.271,  880.0000, -70.340,  , ,  , ,  , ,  , ,  , 
 880.2000, -62.267,  880.2000, -70.337,  , ,  , ,  , ,  , ,  , 
 880.4000, -62.263,  880.4000, -70.329,  , ,  , ,  , ,  , ,  , 
 880.6000, -62.256,  880.6000, -70.316,  , ,  , ,  , ,  , ,  , 
 880.8000, -62.253,  880.8000, -70.316,  , ,  , ,  , ,  , ,  , 
 881.0000, -62.249,  881.0000, -70.308,  , ,  , ,  , ,  , ,  , 
 881.2000, -62.243,  881.2000, -70.293,  , ,  , ,  , ,  , ,  , 
 881.4000, -62.239,  881.4000, -70.292,  , ,  , ,  , ,  , ,  , 
 881.6000, -62.236,  881.6000, -70.300,  , ,  , ,  , ,  , ,  , 
 881.8000, -62.232,  881.8000, -70.301,  , ,  , ,  , ,  , ,  , 
 882.0000, -62.229,  882.0000, -70.301,  , ,  , ,  , ,  , ,  , 
 882.2000, -62.225,  882.2000, -70.289,  , ,  , ,  , ,  , ,  , 
 882.4000, -62.219,  882.4000, -70.279,  , ,  , ,  , ,  , ,  , 
 882.6000, -62.215,  882.6000, -70.272,  , ,  , ,  , ,  , ,  , 
 882.8000, -62.210,  882.8000, -70.254,  , ,  , ,  , ,  , ,  , 
 883.0000, -62.204,  883.0000, -70.241,  , ,  , ,  , ,  , ,  , 
 883.2000, -62.198,  883.2000, -70.234,  , ,  , ,  , ,  , ,  , 
 883.4000, -62.192,  883.4000, -70.223,  , ,  , ,  , ,  , ,  , 
 883.6000, -62.188,  883.6000, -70.206,  , ,  , ,  , ,  , ,  , 
 883.8000, -62.182,  883.8000, -70.189,  , ,  , ,  , ,  , ,  , 
 884.0000, -62.175,  884.0000, -70.174,  , ,  , ,  , ,  , ,  , 
 884.2000, -62.168,  884.2000, -70.160,  , ,  , ,  , ,  , ,  , 
 884.4000, -62.162,  884.4000, -70.145,  , ,  , ,  , ,  , ,  , 
 884.6000, -62.157,  884.6000, -70.137,  , ,  , ,  , ,  , ,  , 
 884.8000, -62.151,  884.8000, -70.132,  , ,  , ,  , ,  , ,  , 
 885.0000, -62.145,  885.0000, -70.113,  , ,  , ,  , ,  , ,  , 
 885.2000, -62.142,  885.2000, -70.090,  , ,  , ,  , ,  , ,  , 
 885.4000, -62.139,  885.4000, -70.063,  , ,  , ,  , ,  , ,  , 
 885.6000, -62.137,  885.6000, -70.035,  , ,  , ,  , ,  , ,  , 
 885.8000, -62.133,  885.8000, -70.017,  , ,  , ,  , ,  , ,  , 
 886.0000, -62.128,  886.0000, -70.010,  , ,  , ,  , ,  , ,  , 
 886.2000, -62.124,  886.2000, -70.008,  , ,  , ,  , ,  , ,  , 
 886.4000, -62.122,  886.4000, -69.991,  , ,  , ,  , ,  , ,  , 
 886.6000, -62.119,  886.6000, -69.969,  , ,  , ,  , ,  , ,  , 
 886.8000, -62.114,  886.8000, -69.960,  , ,  , ,  , ,  , ,  , 
 887.0000, -62.109,  887.0000, -69.959,  , ,  , ,  , ,  , ,  , 
 887.2000, -62.103,  887.2000, -69.952,  , ,  , ,  , ,  , ,  , 
 887.4000, -62.095,  887.4000, -69.942,  , ,  , ,  , ,  , ,  , 
 887.6000, -62.088,  887.6000, -69.936,  , ,  , ,  , ,  , ,  , 
 887.8000, -62.081,  887.8000, -69.937,  , ,  , ,  , ,  , ,  , 
 888.0000, -62.075,  888.0000, -69.930,  , ,  , ,  , ,  , ,  , 
 888.2000, -62.068,  888.2000, -69.908,  , ,  , ,  , ,  , ,  , 
 888.4000, -62.062,  888.4000, -69.885,  , ,  , ,  , ,  , ,  , 
 888.6000, -62.056,  888.6000, -69.868,  , ,  , ,  , ,  , ,  , 
 888.8000, -62.049,  888.8000, -69.855,  , ,  , ,  , ,  , ,  , 
 889.0000, -62.044,  889.0000, -69.834,  , ,  , ,  , ,  , ,  , 
 889.2000, -62.039,  889.2000, -69.813,  , ,  , ,  , ,  , ,  , 
 889.4000, -62.033,  889.4000, -69.799,  , ,  , ,  , ,  , ,  , 
 889.6000, -62.027,  889.6000, -69.774,  , ,  , ,  , ,  , ,  , 
 889.8000, -62.022,  889.8000, -69.750,  , ,  , ,  , ,  , ,  , 
 890.0000, -62.017,  890.0000, -69.732,  , ,  , ,  , ,  , ,  , 
 890.2000, -62.013,  890.2000, -69.725,  , ,  , ,  , ,  , ,  , 
 890.4000, -62.007,  890.4000, -69.724,  , ,  , ,  , ,  , ,  , 
 890.6000, -62.001,  890.6000, -69.720,  , ,  , ,  , ,  , ,  , 
 890.8000, -61.998,  890.8000, -69.703,  , ,  , ,  , ,  , ,  , 
 891.0000, -61.995,  891.0000, -69.694,  , ,  , ,  , ,  , ,  , 
 891.2000, -61.990,  891.2000, -69.688,  , ,  , ,  , ,  , ,  , 
 891.4000, -61.984,  891.4000, -69.676,  , ,  , ,  , ,  , ,  , 
 891.6000, -61.980,  891.6000, -69.669,  , ,  , ,  , ,  , ,  , 
 891.8000, -61.977,  891.8000, -69.654,  , ,  , ,  , ,  , ,  , 
 892.0000, -61.976,  892.0000, -69.633,  , ,  , ,  , ,  , ,  , 
 892.2000, -61.971,  892.2000, -69.616,  , ,  , ,  , ,  , ,  , 
 892.4000, -61.967,  892.4000, -69.604,  , ,  , ,  , ,  , ,  , 
 892.6000, -61.965,  892.6000, -69.594,  , ,  , ,  , ,  , ,  , 
 892.8000, -61.961,  892.8000, -69.581,  , ,  , ,  , ,  , ,  , 
 893.0000, -61.956,  893.0000, -69.560,  , ,  , ,  , ,  , ,  , 
 893.2000, -61.953,  893.2000, -69.544,  , ,  , ,  , ,  , ,  , 
 893.4000, -61.949,  893.4000, -69.538,  , ,  , ,  , ,  , ,  , 
 893.6000, -61.943,  893.6000, -69.534,  , ,  , ,  , ,  , ,  , 
 893.8000, -61.937,  893.8000, -69.526,  , ,  , ,  , ,  , ,  , 
 894.0000, -61.933,  894.0000, -69.521,  , ,  , ,  , ,  , ,  , 
 894.2000, -61.931,  894.2000, -69.520,  , ,  , ,  , ,  , ,  , 
 894.4000, -61.927,  894.4000, -69.514,  , ,  , ,  , ,  , ,  , 
 894.6000, -61.919,  894.6000, -69.496,  , ,  , ,  , ,  , ,  , 
 894.8000, -61.913,  894.8000, -69.486,  , ,  , ,  , ,  , ,  , 
 895.0000, -61.910,  895.0000, -69.484,  , ,  , ,  , ,  , ,  , 
 895.2000, -61.909,  895.2000, -69.473,  , ,  , ,  , ,  , ,  , 
 895.4000, -61.909,  895.4000, -69.453,  , ,  , ,  , ,  , ,  , 
 895.6000, -61.908,  895.6000, -69.431,  , ,  , ,  , ,  , ,  , 
 895.8000, -61.904,  895.8000, -69.422,  , ,  , ,  , ,  , ,  , 
 896.0000, -61.898,  896.0000, -69.418,  , ,  , ,  , ,  , ,  , 
 896.2000, -61.894,  896.2000, -69.408,  , ,  , ,  , ,  , ,  , 
 896.4000, -61.891,  896.4000, -69.392,  , ,  , ,  , ,  , ,  , 
 896.6000, -61.891,  896.6000, -69.386,  , ,  , ,  , ,  , ,  , 
 896.8000, -61.889,  896.8000, -69.377,  , ,  , ,  , ,  , ,  , 
 897.0000, -61.885,  897.0000, -69.361,  , ,  , ,  , ,  , ,  , 
 897.2000, -61.879,  897.2000, -69.352,  , ,  , ,  , ,  , ,  , 
 897.4000, -61.873,  897.4000, -69.343,  , ,  , ,  , ,  , ,  , 
 897.6000, -61.870,  897.6000, -69.338,  , ,  , ,  , ,  , ,  , 
 897.8000, -61.868,  897.8000, -69.328,  , ,  , ,  , ,  , ,  , 
 898.0000, -61.864,  898.0000, -69.312,  , ,  , ,  , ,  , ,  , 
 898.2000, -61.860,  898.2000, -69.297,  , ,  , ,  , ,  , ,  , 
 898.4000, -61.857,  898.4000, -69.286,  , ,  , ,  , ,  , ,  , 
 898.6000, -61.853,  898.6000, -69.273,  , ,  , ,  , ,  , ,  , 
 898.8000, -61.848,  898.8000, -69.259,  , ,  , ,  , ,  , ,  , 
 899.0000, -61.845,  899.0000, -69.244,  , ,  , ,  , ,  , ,  , 
 899.2000, -61.842,  899.2000, -69.230,  , ,  , ,  , ,  , ,  , 
 899.4000, -61.838,  899.4000, -69.222,  , ,  , ,  , ,  , ,  , 
 899.6000, -61.833,  899.6000, -69.207,  , ,  , ,  , ,  , ,  , 
 899.8000, -61.829,  899.8000, -69.190,  , ,  , ,  , ,  , ,  , 
 900.0000, -61.825,  900.0000, -69.175,  , ,  , ,  , ,  , ,  , 
 900.2000, -61.820,  900.2000, -69.160,  , ,  , ,  , ,  , ,  , 
 900.4000, -61.815,  900.4000, -69.152,  , ,  , ,  , ,  , ,  , 
 900.6000, -61.810,  900.6000, -69.151,  , ,  , ,  , ,  , ,  , 
 900.8000, -61.806,  900.8000, -69.152,  , ,  , ,  , ,  , ,  , 
 901.0000, -61.801,  901.0000, -69.149,  , ,  , ,  , ,  , ,  , 
 901.2000, -61.798,  901.2000, -69.140,  , ,  , ,  , ,  , ,  , 
 901.4000, -61.796,  901.4000, -69.127,  , ,  , ,  , ,  , ,  , 
 901.6000, -61.793,  901.6000, -69.115,  , ,  , ,  , ,  , ,  , 
 901.8000, -61.788,  901.8000, -69.107,  , ,  , ,  , ,  , ,  , 
 902.0000, -61.785,  902.0000, -69.094,  , ,  , ,  , ,  , ,  , 
 902.2000, -61.782,  902.2000, -69.081,  , ,  , ,  , ,  , ,  , 
 902.4000, -61.778,  902.4000, -69.070,  , ,  , ,  , ,  , ,  , 
 902.6000, -61.776,  902.6000, -69.049,  , ,  , ,  , ,  , ,  , 
 902.8000, -61.774,  902.8000, -69.031,  , ,  , ,  , ,  , ,  , 
 903.0000, -61.771,  903.0000, -69.023,  , ,  , ,  , ,  , ,  , 
 903.2000, -61.765,  903.2000, -69.016,  , ,  , ,  , ,  , ,  , 
 903.4000, -61.758,  903.4000, -69.010,  , ,  , ,  , ,  , ,  , 
 903.6000, -61.752,  903.6000, -69.002,  , ,  , ,  , ,  , ,  , 
 903.8000, -61.750,  903.8000, -68.988,  , ,  , ,  , ,  , ,  , 
 904.0000, -61.746,  904.0000, -68.977,  , ,  , ,  , ,  , ,  , 
 904.2000, -61.742,  904.2000, -68.970,  , ,  , ,  , ,  , ,  , 
 904.4000, -61.737,  904.4000, -68.959,  , ,  , ,  , ,  , ,  , 
 904.6000, -61.731,  904.6000, -68.955,  , ,  , ,  , ,  , ,  , 
 904.8000, -61.727,  904.8000, -68.950,  , ,  , ,  , ,  , ,  , 
 905.0000, -61.723,  905.0000, -68.937,  , ,  , ,  , ,  , ,  , 
 905.2000, -61.720,  905.2000, -68.921,  , ,  , ,  , ,  , ,  , 
 905.4000, -61.718,  905.4000, -68.914,  , ,  , ,  , ,  , ,  , 
 905.6000, -61.717,  905.6000, -68.909,  , ,  , ,  , ,  , ,  , 
 905.8000, -61.714,  905.8000, -68.905,  , ,  , ,  , ,  , ,  , 
 906.0000, -61.710,  906.0000, -68.904,  , ,  , ,  , ,  , ,  , 
 906.2000, -61.707,  906.2000, -68.899,  , ,  , ,  , ,  , ,  , 
 906.4000, -61.706,  906.4000, -68.893,  , ,  , ,  , ,  , ,  , 
 906.6000, -61.705,  906.6000, -68.888,  , ,  , ,  , ,  , ,  , 
 906.8000, -61.702,  906.8000, -68.881,  , ,  , ,  , ,  , ,  , 
 907.0000, -61.700,  907.0000, -68.876,  , ,  , ,  , ,  , ,  , 
 907.2000, -61.698,  907.2000, -68.866,  , ,  , ,  , ,  , ,  , 
 907.4000, -61.695,  907.4000, -68.849,  , ,  , ,  , ,  , ,  , 
 907.6000, -61.693,  907.6000, -68.838,  , ,  , ,  , ,  , ,  , 
 907.8000, -61.689,  907.8000, -68.831,  , ,  , ,  , ,  , ,  , 
 908.0000, -61.687,  908.0000, -68.815,  , ,  , ,  , ,  , ,  , 
 908.2000, -61.684,  908.2000, -68.798,  , ,  , ,  , ,  , ,  , 
 908.4000, -61.681,  908.4000, -68.783,  , ,  , ,  , ,  , ,  , 
 908.6000, -61.676,  908.6000, -68.766,  , ,  , ,  , ,  , ,  , 
 908.8000, -61.672,  908.8000, -68.750,  , ,  , ,  , ,  , ,  , 
 909.0000, -61.667,  909.0000, -68.740,  , ,  , ,  , ,  , ,  , 
 909.2000, -61.662,  909.2000, -68.733,  , ,  , ,  , ,  , ,  , 
 909.4000, -61.658,  909.4000, -68.728,  , ,  , ,  , ,  , ,  , 
 909.6000, -61.653,  909.6000, -68.719,  , ,  , ,  , ,  , ,  , 
 909.8000, -61.649,  909.8000, -68.707,  , ,  , ,  , ,  , ,  , 
 910.0000, -61.645,  910.0000, -68.701,  , ,  , ,  , ,  , ,  , 
 910.2000, -61.639,  910.2000, -68.698,  , ,  , ,  , ,  , ,  , 
 910.4000, -61.634,  910.4000, -68.695,  , ,  , ,  , ,  , ,  , 
 910.6000, -61.631,  910.6000, -68.690,  , ,  , ,  , ,  , ,  , 
 910.8000, -61.629,  910.8000, -68.681,  , ,  , ,  , ,  , ,  , 
 911.0000, -61.625,  911.0000, -68.666,  , ,  , ,  , ,  , ,  , 
 911.2000, -61.621,  911.2000, -68.654,  , ,  , ,  , ,  , ,  , 
 911.4000, -61.617,  911.4000, -68.646,  , ,  , ,  , ,  , ,  , 
 911.6000, -61.613,  911.6000, -68.636,  , ,  , ,  , ,  , ,  , 
 911.8000, -61.609,  911.8000, -68.628,  , ,  , ,  , ,  , ,  , 
 912.0000, -61.605,  912.0000, -68.616,  , ,  , ,  , ,  , ,  , 
 912.2000, -61.602,  912.2000, -68.603,  , ,  , ,  , ,  , ,  , 
 912.4000, -61.598,  912.4000, -68.588,  , ,  , ,  , ,  , ,  , 
 912.6000, -61.592,  912.6000, -68.573,  , ,  , ,  , ,  , ,  , 
 912.8000, -61.587,  912.8000, -68.560,  , ,  , ,  , ,  , ,  , 
 913.0000, -61.585,  913.0000, -68.550,  , ,  , ,  , ,  , ,  , 
 913.2000, -61.583,  913.2000, -68.545,  , ,  , ,  , ,  , ,  , 
 913.4000, -61.580,  913.4000, -68.539,  , ,  , ,  , ,  , ,  , 
 913.6000, -61.577,  913.6000, -68.528,  , ,  , ,  , ,  , ,  , 
 913.8000, -61.573,  913.8000, -68.520,  , ,  , ,  , ,  , ,  , 
 914.0000, -61.570,  914.0000, -68.516,  , ,  , ,  , ,  , ,  , 
 914.2000, -61.569,  914.2000, -68.510,  , ,  , ,  , ,  , ,  , 
 914.4000, -61.566,  914.4000, -68.503,  , ,  , ,  , ,  , ,  , 
 914.6000, -61.564,  914.6000, -68.497,  , ,  , ,  , ,  , ,  , 
 914.8000, -61.561,  914.8000, -68.492,  , ,  , ,  , ,  , ,  , 
 915.0000, -61.556,  915.0000, -68.486,  , ,  , ,  , ,  , ,  , 
 915.2000, -61.552,  915.2000, -68.475,  , ,  , ,  , ,  , ,  , 
 915.4000, -61.549,  915.4000, -68.460,  , ,  , ,  , ,  , ,  , 
 915.6000, -61.547,  915.6000, -68.449,  , ,  , ,  , ,  , ,  , 
 915.8000, -61.544,  915.8000, -68.436,  , ,  , ,  , ,  , ,  , 
 916.0000, -61.541,  916.0000, -68.419,  , ,  , ,  , ,  , ,  , 
 916.2000, -61.536,  916.2000, -68.403,  , ,  , ,  , ,  , ,  , 
 916.4000, -61.532,  916.4000, -68.389,  , ,  , ,  , ,  , ,  , 
 916.6000, -61.529,  916.6000, -68.377,  , ,  , ,  , ,  , ,  , 
 916.8000, -61.525,  916.8000, -68.371,  , ,  , ,  , ,  , ,  , 
 917.0000, -61.522,  917.0000, -68.367,  , ,  , ,  , ,  , ,  , 
 917.2000, -61.518,  917.2000, -68.360,  , ,  , ,  , ,  , ,  , 
 917.4000, -61.515,  917.4000, -68.351,  , ,  , ,  , ,  , ,  , 
 917.6000, -61.512,  917.6000, -68.345,  , ,  , ,  , ,  , ,  , 
 917.8000, -61.509,  917.8000, -68.344,  , ,  , ,  , ,  , ,  , 
 918.0000, -61.506,  918.0000, -68.341,  , ,  , ,  , ,  , ,  , 
 918.2000, -61.504,  918.2000, -68.340,  , ,  , ,  , ,  , ,  , 
 918.4000, -61.502,  918.4000, -68.341,  , ,  , ,  , ,  , ,  , 
 918.6000, -61.501,  918.6000, -68.338,  , ,  , ,  , ,  , ,  , 
 918.8000, -61.502,  918.8000, -68.325,  , ,  , ,  , ,  , ,  , 
 919.0000, -61.503,  919.0000, -68.313,  , ,  , ,  , ,  , ,  , 
 919.2000, -61.501,  919.2000, -68.303,  , ,  , ,  , ,  , ,  , 
 919.4000, -61.498,  919.4000, -68.294,  , ,  , ,  , ,  , ,  , 
 919.6000, -61.496,  919.6000, -68.281,  , ,  , ,  , ,  , ,  , 
 919.8000, -61.494,  919.8000, -68.265,  , ,  , ,  , ,  , ,  , 
 920.0000, -61.493,  920.0000, -68.253,  , ,  , ,  , ,  , ,  , 
 920.2000, -61.491,  920.2000, -68.240,  , ,  , ,  , ,  , ,  , 
 920.4000, -61.489,  920.4000, -68.223,  , ,  , ,  , ,  , ,  , 
 920.6000, -61.487,  920.6000, -68.210,  , ,  , ,  , ,  , ,  , 
 920.8000, -61.484,  920.8000, -68.203,  , ,  , ,  , ,  , ,  , 
 921.0000, -61.480,  921.0000, -68.196,  , ,  , ,  , ,  , ,  , 
 921.2000, -61.478,  921.2000, -68.186,  , ,  , ,  , ,  , ,  , 
 921.4000, -61.476,  921.4000, -68.177,  , ,  , ,  , ,  , ,  , 
 921.6000, -61.474,  921.6000, -68.171,  , ,  , ,  , ,  , ,  , 
 921.8000, -61.471,  921.8000, -68.166,  , ,  , ,  , ,  , ,  , 
 922.0000, -61.469,  922.0000, -68.159,  , ,  , ,  , ,  , ,  , 
 922.2000, -61.468,  922.2000, -68.153,  , ,  , ,  , ,  , ,  , 
 922.4000, -61.466,  922.4000, -68.149,  , ,  , ,  , ,  , ,  , 
 922.6000, -61.464,  922.6000, -68.142,  , ,  , ,  , ,  , ,  , 
 922.8000, -61.463,  922.8000, -68.131,  , ,  , ,  , ,  , ,  , 
 923.0000, -61.463,  923.0000, -68.121,  , ,  , ,  , ,  , ,  , 
 923.2000, -61.463,  923.2000, -68.115,  , ,  , ,  , ,  , ,  , 
 923.4000, -61.462,  923.4000, -68.112,  , ,  , ,  , ,  , ,  , 
 923.6000, -61.460,  923.6000, -68.106,  , ,  , ,  , ,  , ,  , 
 923.8000, -61.460,  923.8000, -68.100,  , ,  , ,  , ,  , ,  , 
 924.0000, -61.460,  924.0000, -68.097,  , ,  , ,  , ,  , ,  , 
 924.2000, -61.459,  924.2000, -68.092,  , ,  , ,  , ,  , ,  , 
 924.4000, -61.458,  924.4000, -68.085,  , ,  , ,  , ,  , ,  , 
 924.6000, -61.458,  924.6000, -68.079,  , ,  , ,  , ,  , ,  , 
 924.8000, -61.456,  924.8000, -68.074,  , ,  , ,  , ,  , ,  , 
 925.0000, -61.454,  925.0000, -68.072,  , ,  , ,  , ,  , ,  , 
 925.2000, -61.452,  925.2000, -68.067,  , ,  , ,  , ,  , ,  , 
 925.4000, -61.449,  925.4000, -68.058,  , ,  , ,  , ,  , ,  , 
 925.6000, -61.447,  925.6000, -68.050,  , ,  , ,  , ,  , ,  , 
 925.8000, -61.446,  925.8000, -68.045,  , ,  , ,  , ,  , ,  , 
 926.0000, -61.444,  926.0000, -68.038,  , ,  , ,  , ,  , ,  , 
 926.2000, -61.443,  926.2000, -68.030,  , ,  , ,  , ,  , ,  , 
 926.4000, -61.440,  926.4000, -68.026,  , ,  , ,  , ,  , ,  , 
 926.6000, -61.435,  926.6000, -68.020,  , ,  , ,  , ,  , ,  , 
 926.8000, -61.433,  926.8000, -68.010,  , ,  , ,  , ,  , ,  , 
 927.0000, -61.431,  927.0000, -67.999,  , ,  , ,  , ,  , ,  , 
 927.2000, -61.428,  927.2000, -67.991,  , ,  , ,  , ,  , ,  , 
 927.4000, -61.426,  927.4000, -67.987,  , ,  , ,  , ,  , ,  , 
 927.6000, -61.425,  927.6000, -67.981,  , ,  , ,  , ,  , ,  , 
 927.8000, -61.421,  927.8000, -67.973,  , ,  , ,  , ,  , ,  , 
 928.0000, -61.418,  928.0000, -67.964,  , ,  , ,  , ,  , ,  , 
 928.2000, -61.415,  928.2000, -67.956,  , ,  , ,  , ,  , ,  , 
 928.4000, -61.413,  928.4000, -67.945,  , ,  , ,  , ,  , ,  , 
 928.6000, -61.412,  928.6000, -67.937,  , ,  , ,  , ,  , ,  , 
 928.8000, -61.409,  928.8000, -67.930,  , ,  , ,  , ,  , ,  , 
 929.0000, -61.405,  929.0000, -67.925,  , ,  , ,  , ,  , ,  , 
 929.2000, -61.403,  929.2000, -67.918,  , ,  , ,  , ,  , ,  , 
 929.4000, -61.401,  929.4000, -67.911,  , ,  , ,  , ,  , ,  , 
 929.6000, -61.399,  929.6000, -67.903,  , ,  , ,  , ,  , ,  , 
 929.8000, -61.397,  929.8000, -67.893,  , ,  , ,  , ,  , ,  , 
 930.0000, -61.395,  930.0000, -67.887,  , ,  , ,  , ,  , ,  , 
 930.2000, -61.394,  930.2000, -67.882,  , ,  , ,  , ,  , ,  , 
 930.4000, -61.393,  930.4000, -67.875,  , ,  , ,  , ,  , ,  , 
 930.6000, -61.391,  930.6000, -67.869,  , ,  , ,  , ,  , ,  , 
 930.8000, -61.392,  930.8000, -67.864,  , ,  , ,  , ,  , ,  , 
 931.0000, -61.393,  931.0000, -67.859,  , ,  , ,  , ,  , ,  , 
 931.2000, -61.394,  931.2000, -67.856,  , ,  , ,  , ,  , ,  , 
 931.4000, -61.394,  931.4000, -67.854,  , ,  , ,  , ,  , ,  , 
 931.6000, -61.394,  931.6000, -67.853,  , ,  , ,  , ,  , ,  , 
 931.8000, -61.395,  931.8000, -67.852,  , ,  , ,  , ,  , ,  , 
 932.0000, -61.396,  932.0000, -67.847,  , ,  , ,  , ,  , ,  , 
 932.2000, -61.397,  932.2000, -67.840,  , ,  , ,  , ,  , ,  , 
 932.4000, -61.398,  932.4000, -67.837,  , ,  , ,  , ,  , ,  , 
 932.6000, -61.399,  932.6000, -67.834,  , ,  , ,  , ,  , ,  , 
 932.8000, -61.400,  932.8000, -67.829,  , ,  , ,  , ,  , ,  , 
 933.0000, -61.399,  933.0000, -67.822,  , ,  , ,  , ,  , ,  , 
 933.2000, -61.399,  933.2000, -67.812,  , ,  , ,  , ,  , ,  , 
 933.4000, -61.399,  933.4000, -67.801,  , ,  , ,  , ,  , ,  , 
 933.6000, -61.400,  933.6000, -67.793,  , ,  , ,  , ,  , ,  , 
 933.8000, -61.399,  933.8000, -67.788,  , ,  , ,  , ,  , ,  , 
 934.0000, -61.399,  934.0000, -67.783,  , ,  , ,  , ,  , ,  , 
 934.2000, -61.399,  934.2000, -67.778,  , ,  , ,  , ,  , ,  , 
 934.4000, -61.398,  934.4000, -67.771,  , ,  , ,  , ,  , ,  , 
 934.6000, -61.397,  934.6000, -67.764,  , ,  , ,  , ,  , ,  , 
 934.8000, -61.396,  934.8000, -67.761,  , ,  , ,  , ,  , ,  , 
 935.0000, -61.398,  935.0000, -67.760,  , ,  , ,  , ,  , ,  , 
 935.2000, -61.400,  935.2000, -67.759,  , ,  , ,  , ,  , ,  , 
 935.4000, -61.400,  935.4000, -67.756,  , ,  , ,  , ,  , ,  , 
